ID,DATE,ROE,RTN1M,PRCCD,CUM_DIV,QES_GSECTOR,FRTN1P
7241.01,1/31/2017,14.22272911,0.005069066,78.81,14.2804,30,0.022459079
7257.01,1/31/2017,12.23302695,0.052998131,61.99,37.0638,35,0.06259074
7343.01,1/31/2017,-2.296307598,0.099908759,24.11,0.19,45,-0.027789299
7366.01,1/31/2017,12.7161846,-0.024908126,71.64,62.54,55,0.082216639
7435.01,1/31/2017,41.67765326,-0.021000168,174.82,50.3575,20,0.072674751
7585.01,1/31/2017,104.1048035,-0.026299916,80.71,69.80247849,45,-0.021558667
7620.01,1/31/2017,-4.929673651,-0.071313845,28.91,32.02225,10,-0.01279834
7637.01,1/31/2017,2.583841693,-0.002621232,38.05,1.625776955,35,0.099868594
7647.01,1/31/2017,6.808520346,0.024434389,22.64,22.705,40,0.090106007
7875.01,1/31/2017,4.310463043,0.060022396,47.33,16.905,25,0.03993239
7881.01,1/31/2017,-1.689295313,0.064866451,36.28,42.36517547,15,-0.056229327
7906.01,1/31/2017,31.02278622,0.040723982,52.9,4.88375,25,0.080529301
7912.01,1/31/2017,-26.50798203,0.044666316,39.76,5.92675,10,-0.081740443
7922.01,1/31/2017,19.42823804,-0.077404548,44.22,18.00125,25,0.063545907
7923.01,1/31/2017,13.60244648,0.086888128,117.46,29.77111111,20,0.035586583
7970.01,1/31/2017,8.592443243,0.001629549,55.32,39.923,55,0.068962401
7974.01,1/31/2017,5.391204012,0.010388437,22.37,54.1475,55,0.076665177
7977.01,1/31/2017,10.53706335,0.015233415,41.32,37.1866,55,0.057841239
7982.01,1/31/2017,11.24464314,-0.068388546,82.96,20.47291667,40,0.052917068
7985.01,1/31/2017,38.38101884,-0.015048585,229.08,45.6083,20,0.078618823
8007.01,1/31/2017,11.07786161,0.022137543,56.33,18.00308333,40,0.034262382
8030.01,1/31/2017,10.31693365,-0.024025538,58.09,20.89625,15,0.077121708
8068.01,1/31/2017,-22.12293672,-0.048575039,67.77,40.683,10,-0.032757857
8099.01,1/31/2017,-5.071434539,-0.020988053,30.32,57.7875,55,0.08146438
8151.01,1/31/2017,14.00273589,-0.029350287,55.11,30.075,10,-0.019234259
8245.01,1/31/2017,8.55857307,0.034627223,120.46,48.7625,40,0.056201229
8247.01,1/31/2017,11.35989144,0.055403124,100.01,25.49,15,0.02819718
8253.01,1/31/2017,7.28529535,0.053364632,67.31,23.63785829,20,-0.003862725
8264.01,1/31/2017,5.103850431,0.018430146,61.89,47.745,55,0.078526418
8272.01,1/31/2017,11.96581197,0.017388712,102.39,53.5521838,55,0.077155972
8358.01,1/31/2017,16.98135511,0.050928571,147.13,23.98777778,20,0.056888466
8402.01,1/31/2017,41.1760036,-0.002135348,60.29,17.70921963,45,0.018742743
8455.01,1/31/2017,18.17822955,0.023201175,34.84,33.5635,55,0.058553387
8463.01,1/31/2017,10.15835883,0.051810237,58.63,15.21739807,20,-0.009721985
8479.01,1/31/2017,50.91835571,-0.008123865,103.78,34.36888889,30,0.063596069
8530.01,1/31/2017,9.541943707,-0.023091133,31.73,16.505,35,0.085408131
8539.01,1/31/2017,4.762541295,0.010989011,35.88,38.7332,55,0.032260312
8543.01,1/31/2017,176.2677485,0.052647146,71.18,125.1093667,30,0.052542849
8549.01,1/31/2017,-16.07603687,-0.027522936,48.76,54.52266667,10,-0.018970468
8551.01,1/31/2017,12.64259277,0.03956117,93.81,33.46,25,-0.023158512
8606.01,1/31/2017,205.7169929,0.048057933,15.92,28.29375,20,-0.131438442
8762.01,1/31/2017,16.04692178,0.049827545,87.6,33.1423875,30,0.039611872
8810.01,1/31/2017,9.943520191,0.008432088,44.25,38.34,55,0.039096045
8823.01,1/31/2017,13.04038659,0.170293798,21.51,2.3325,25,0.025104603
8898.01,1/31/2017,11.14360346,0.081709254,74.93,7.730273419,40,0.048445216
8972.01,1/31/2017,20.87817064,0.015211268,144.16,34.35125,20,0.069298002
9063.01,1/31/2017,18.62945876,0.091880781,53.12,0.9797,25,-0.135918675
9203.01,1/31/2017,35.73900963,0.101116071,147.99,81.311,20,0.026150416
9248.01,1/31/2017,43.24258065,0.00777439,66.11,2.9959375,25,0.037361972
9299.01,1/31/2017,14.71012643,0.042450296,77.6,29.04737864,20,-0.013015464
9445.01,1/31/2017,10.42315442,-0.0625,68.7,50.111,55,0.009461426
9465.01,1/31/2017,-4.029571657,-0.002858845,83.71,23.27145,10,-0.034046112
9555.01,1/31/2017,52.81338388,0.069695633,48.5,10.68625,15,-0.041649485
9667.01,1/31/2017,88.01288915,0.130497879,303.81,27.5825,15,0.018366742
9771.02,1/31/2017,22.18565748,0.032523759,48.75,3.909444444,20,0.033025641
9777.01,1/31/2017,10.17299433,0.060830861,135.85,36.4799217,30,0.048803828
9778.01,1/31/2017,22.13998129,0.059905413,181.53,32.88,20,-0.061422354
9783.01,1/31/2017,6.136496208,-0.016420361,17.97,21.21,40,0.049248748
9846.01,1/31/2017,7.396198561,0.012362828,72.88,36.64,55,0.094127333
9850.01,1/31/2017,11.50905971,0.00487904,49.43,60.5672,55,0.039449727
9882.01,1/31/2017,29.89010989,0.049558587,52.31,1.381216598,20,0.104951252
9899.01,1/31/2017,10.77884491,0.002821538,42.16,37.3535,50,-0.008776091
9904.01,1/31/2017,-133.7063761,-0.16728281,9.01,0.429166667,10,-0.166481687
10016.01,1/31/2017,16.35174295,0.081175342,124,33.70666667,20,0.030080645
10035.01,1/31/2017,9.800288244,-0.019557385,76.2,14.51078125,40,0.046062992
10096.01,1/31/2017,15.60383859,-0.03803132,215,73.6405,60,0.057953488
10115.01,1/31/2017,18.48899865,0.031049161,123.53,9.40375,35,0.040718854
10121.04,1/31/2017,17.87167038,-0.084601339,15.04,18.01380952,40,0.024601064
10187.01,1/31/2017,7.808975977,0.035916135,56.82,31.425,40,0.05156635
10247.01,1/31/2017,23.54940003,-0.046595629,52.46,15.0271875,30,0.004956157
10466.01,1/31/2017,10.67693295,-0.075471698,80.85,8.29,10,0.060482375
10499.01,1/31/2017,35.49565561,0.042072084,75.54,10.34001667,45,0.014297061
10519.01,1/31/2017,16.29457814,-0.024505766,47.37,12.48375,20,-0.001477729
10530.01,1/31/2017,9.528850497,0.080014174,152.39,6.2817,35,0.034713564
10614.01,1/31/2017,11.62715186,-0.001084599,73.54,11.01347407,40,0.054256187
10631.01,1/31/2017,16.51814682,0.033652866,50.68,7.63325,45,0.074980268
10793.01,1/31/2017,18.18461696,0.017996109,62.79,4.536111111,30,-7.96E-05
10795.04,1/31/2017,26.63292927,-0.033068057,70.47,2.15,20,0.051369377
10860.01,1/31/2017,9.405869721,0.003621807,52.65,70.77,55,0.038746439
10867.01,1/31/2017,20.70787369,0.027970679,106.58,24.867875,20,0.018436855
10894.01,1/31/2017,11.04527051,-0.033854167,34.95,30.6747,60,0.04434907
10903.01,1/31/2017,20.63784029,0.012871782,162.1,8.7284375,35,0.020234423
10920.01,1/31/2017,145.5355249,-0.048063503,109.13,30.1,20,-0.023274993
10983.01,1/31/2017,17.30796784,0.000456121,109.67,27.709375,20,0.032278654
11032.01,1/31/2017,17.89808094,0.058751645,112.63,3.31,35,0.116043683
11060.01,1/31/2017,25.39270796,-0.035051546,51.48,12.764375,25,0.018842269
11115.01,1/31/2017,19.28562208,-0.02372466,77.65,16.02125,35,0.080360592
11220.01,1/31/2017,7.544971519,0.025390438,106.31,74.321,60,0.033486972
11228.01,1/31/2017,8.808553083,0.025409509,128.33,22.68333333,15,-0.058209304
11259.01,1/31/2017,18.67078404,-0.03443287,66.74,18.974625,30,0.062780941
11264.01,1/31/2017,13.44895341,-0.009908168,81.94,11.4453,30,0.058762509
11399.01,1/31/2017,-4.206653075,0.173362767,79.73,7.05,45,-0.035745642
11456.01,1/31/2017,5.893416928,0.041209704,31.33,71.972,60,0.076284711
11465.01,1/31/2017,15.78768289,-0.03785003,174.89,52.845,25,0.021156155
11506.01,1/31/2017,-10.2640431,-0.073859987,28.84,28.45476667,10,-0.017337032
11550.01,1/31/2017,10.6286023,0.006820119,59.05,24.42616667,55,0.029466554
11554.01,1/31/2017,9.119420371,0.001979414,37.65,28.29635,55,0.048605578
11584.01,1/31/2017,24.54915649,-0.029270701,68.54,17.7175,25,0.104026846
11636.01,1/31/2017,5.869758212,0.133906071,27.72,57.486,45,0.073593074
11672.01,1/31/2017,52.40428933,-0.002795155,74.92,6.405851459,25,0.050587293
11687.01,1/31/2017,6.124406737,-0.019749071,42.19,16.57125,40,0.066129415
11856.01,1/31/2017,8.515386627,-0.017652063,46.19,25.10888889,40,0.050443819
11923.01,1/31/2017,-22.85108513,-0.002868206,69.53,7.615,10,-0.070185531
12124.01,1/31/2017,7.905373123,0.010414201,42.49,28.59657374,40,0.074841139
12138.01,1/31/2017,26.37972926,-0.103906458,67.44,20.5990625,40,0.055901542
12141.01,1/31/2017,22.68751226,0.040392662,64.65,12.42,45,-0.004331013
12142.01,1/31/2017,18.77529621,0.047074122,40.11,3.04,45,0.061829968
12151.01,1/31/2017,8.270454209,0.048607318,19.2,1.05,30,-0.015364583
12216.01,1/31/2017,29.45701853,0.012510024,63.13,12.260625,45,0.028195786
12389.01,1/31/2017,30.41114964,-0.022283168,57.04,11.59,25,-0.005171809
12441.01,1/31/2017,9.64E+11,-0.016918967,99.36,1.1945,45,0.038747987
12540.01,1/31/2017,16.55583239,0.101311316,113.38,0.44525,45,0.043746693
12635.01,1/31/2017,31.25324114,0.010820474,107.43,0,45,0.074187843
12726.01,1/31/2017,10.29271136,0.038697929,45.43,12.7725,40,0.074840414
12788.01,1/31/2017,14.91786379,0,111.16,6.29797619,25,0.007286794
12850.01,1/31/2017,16.49162809,0.133839983,53.71,0,35,0.024762614
12886.01,1/31/2017,19.22158043,0.137981651,31.01,10.267275,25,-0.053531119
12886.04,1/31/2017,19.22158043,0.119115549,31.38,6.67225,25,-0.04652645
13125.01,1/31/2017,-0.158300206,0.020188425,30.32,47.37865,60,0.093667546
13341.01,1/31/2017,13.59157148,0.054647887,37.44,8.858191461,40,0.06465812
13421.01,1/31/2017,19.81575729,0.032117367,26.03,0,45,0.187091817
13440.03,1/31/2017,43.31004216,0.055003549,59.46,0,50,-0.037167844
13498.01,1/31/2017,11.76221616,0.06377257,55.38,16.6275,25,0.016612495
13510.01,1/31/2017,9.1863412,-0.083960843,24.33,35.24457983,60,0.061652281
13599.01,1/31/2017,36.26403526,0.003455724,116.15,0,35,0.063366337
13646.01,1/31/2017,15.50640519,0.016660209,78.72,13.45166667,25,0.167047764
13700.01,1/31/2017,7.187810181,-0.017841677,56.7,3.38175,35,0.120282187
13714.03,1/31/2017,28.57880248,0.013674945,64.49,48.63,25,0.02217398
13721.01,1/31/2017,53.24523902,0.028301887,54.94,1.3,35,-0.02966873
13988.01,1/31/2017,13.17937626,0.044844185,41.24,4.033525377,40,-0.018186227
14225.01,1/31/2017,27.05153205,0.064282673,49.68,8.48921875,20,0.007045089
14282.01,1/31/2017,24.00772769,0.004315476,67.49,2.285,45,0.025485257
14359.02,1/31/2017,-12.14293356,0.000888543,180.23,9.83,10,0.031848194
14418.01,1/31/2017,-3.277862529,-0.001040583,28.8,0.026,25,-0.087152778
14477.01,1/31/2017,21.04372355,-0.01988436,69.5,15.88,20,0.054964029
14590.02,1/31/2017,-31.57677887,0.262319939,16.65,14.66425,15,-0.195195195
14824.01,1/31/2017,9.607959608,-0.068250825,70.58,28.47989798,40,0.033720601
14934.01,1/31/2017,-61.47918817,-0.002846508,45.54,9.915,10,-0.047870004
14960.01,1/31/2017,13.15322285,0.045412058,134.21,6.4,35,0.059980627
15247.01,1/31/2017,11.24238337,-0.037470726,65.76,17.748,10,0.043947689
15520.01,1/31/2017,17.99690548,-0.173244218,77.67,28.49873333,25,-0.181279773
15521.01,1/31/2017,-9.372128637,0.016574586,9.2,4.59,25,-0.022826087
15855.01,1/31/2017,-18.67108259,0.153202177,27.55,6.025,45,0.039745917
16101.01,1/31/2017,105.0653018,-0.013893325,61.11,8.2,35,0.011945672
16245.01,1/31/2017,5.858377375,-0.022727273,18.75,9.840289947,40,0.024
16478.01,1/31/2017,-8.402064527,0.00640455,101.58,4.71,10,-0.04518606
16721.01,1/31/2017,35.6211004,0.059294058,83.43,0,45,0.036797315
17928.01,1/31/2017,2.06E+12,0.032084155,78.49,0,35,-0.014014524
18043.01,1/31/2017,0.768652352,0.072425829,12.29,0.3,25,0.043124491
18043.02,1/31/2017,0.768652352,0.072033898,12.65,0.3,25,0.043478261
18086.01,1/31/2017,9.308168918,-0.021878764,48.73,0,35,0.075723374
20548.01,1/31/2017,-9.375427365,-0.079623288,21.48,0.7425,10,0.019553073
20686.01,1/31/2017,17.22330617,-0.012406948,35.82,0.26,40,0.015354551
20779.01,1/31/2017,17.24523894,0.025148908,30.72,4,45,0.112630208
20904.01,1/31/2017,15.45866629,0.010219342,40.53,0,35,0.001233654
21825.01,1/31/2017,4.943233196,0.019085041,36.17,1.1,40,0.033176666
22260.04,1/31/2017,1.72E+13,0.084571737,80.28,6.5,35,0.086696562
22325.01,1/31/2017,23.49175541,-0.035945006,58.2,9.15,45,0.016323024
23809.01,1/31/2017,6.31E+12,-0.082059788,724.98,0,25,0.015959061
23812.01,1/31/2017,21.50788595,-0.021248195,359.29,0,35,0.039550224
24197.01,1/31/2017,807822.6415,0.04314829,122.33,0,35,0.184827924
24216.01,1/31/2017,5.424472838,-0.005163511,11.44,1.635080906,55,0.006993007
24316.01,1/31/2017,16.86244623,-0.039242219,42.6,0.010416667,30,-0.027230047
24318.01,1/31/2017,3.553118825,0.008319914,37.57,28.17,40,0.077721586
24344.01,1/31/2017,-7.354775974,0.165603366,85.87,0,35,0.055316176
24468.01,1/31/2017,32.58744268,-0.022357007,277.24,0,35,0.121753715
24616.01,1/31/2017,10.22403853,0.007854066,39.78,0,45,0.055806938
24731.01,1/31/2017,12.93289474,-0.01073132,24.89,22.14233333,60,-0.025713138
24782.01,1/31/2017,-14.61300912,-0.085065481,76.15,3.945,35,-0.018122127
24800.01,1/31/2017,15.46959577,-0.180521472,53.43,12.4153125,45,0.067003556
24856.01,1/31/2017,92.03809989,0.011730205,72.45,3.13,35,-0.027191166
24893.01,1/31/2017,13.97656788,-0.013003901,30.22,5.905,30,0.014890801
